,Address,Fire alarm
4177,On STERLING AVE  at SOUTH AVE,1
4178,On STRONG AVE  at EUCLID AVE,1
4179,On SUMNER AVE  at EUCLID AVE,3
4180,On SUNSET AVE St  at DANFORTH ST,1
4181,On TALLMAN ST  at HUDSON ST,1
4182,On TALLMAN ST  at MIDLAND AVE,1
4183,On TALLMAN ST  at ONEIDA ST,1
4184,On TALLMAN ST  at S SALINA ST,1
4185,On TEALL AVE  at BURNET AVE,1
4186,On TEALL AVE  at GRANT BLVD,1
4187,On TEALL AVE  at JAMES ST,1
4188,On TEALL AVE  at KINNE ST,1
4189,On TEALL AVE  at VANN ST,1
4190,On THOMPSON RD  at JAMES ST,1
4191,On THURBER ST  at E BRIGHTON AVE,1
4192,On TRUTH TER  at OAKWOOD AVE,1
4193,On TULLY ST  at WYOMING ST,1
4194,On UNION PL  at KIRKPATRICK ST,1
4195,On UNION PL  at N STATE ST,1
4196,On UNIVERSITY AVE  at,1
4197,On UNIVERSITY AVE  at MADISON ST,1
4198,On VALLEY DR  at CHAFFEE AVE E,1
4199,On VAN RENSSELAER ST  at W GENESEE ST,1
4200,On VELASKO RD  at ONONDAGA RD,1
4201,On VELASKO RD  at STOLP AVE,1
4202,On W BEAR ST  at GENANT DR,3
4203,On W BEAR ST  at SOLAR ST,1
4204,On W BEAR ST  at SPENCER ST,2
4205,On W BELDEN AVE  at N GEDDES ST,1
4206,On W BRIGHTON AVE  at MIDLAND AVE,2
4207,On W CALTHROP AVE  at CANNON ST,1
4208,On W COLVIN ST  at CANNON ST,1
4209,On W FAYETTE ST  at ERIE BLVD W,1
4210,On W FAYETTE ST  at NB WEST STREET ARTER,1
4211,On W GENESEE ST  at DEWEY AVE,1
4212,On W GENESEE ST  at N GEDDES ST,1
4213,On W GENESEE ST  at N WEST ST,1
4214,On W GENESEE ST  at SACKETT ST,1
4215,On W GENESEE ST  at STATE FAIR BLVD,1
4216,On W GLEN AVE  at S SALINA ST,1
4217,On W JEFFERSON ST  at S CLINTON ST,1
4218,On W KENNEDY ST  at MIDLAND AVE,1
4219,On W KENNEDY ST  at SOUTH AVE,1
4220,On W MARCELLUS ST  at NELSON ST,1
4221,On W MARCELLUS ST  at S GEDDES ST,1
4222,On W ONONDAGA ST  at S CLINTON ST,1
4223,On W ONONDAGA ST  at SOUTH AVE,1
4224,On W SENECA TPKE  at HOPPER RD,1
4225,On W SENECA TPKE  at MILBURN DR,1
4226,On W SENECA TPKE  at SENECA PL,1
4227,On W SENECA TPKE  at VALLEY DR,1
4228,On W WASHINGTON ST  at S FRANKLIN ST,1
4229,On WADSWORTH ST  at COURT ST,1
4230,On WADSWORTH ST  at LEMOYNE AVE,1
4231,On WADSWORTH ST  at MERTENS AVE,1
4232,On WALLACE ST  at HERALD PL,1
4233,On WALNUT AVE  at E ADAMS ST,1
4234,On WALRATH RD  at FILLMORE AVE,1
4235,On WB I 690  at BEAR ST TO WB I 690,1
4236,On WB I 690  at BURNET AVE FROM WB I,1
4237,On WB I 690  at HIAWATHA BLVD W TO W,1
4238,On WB I 690  at N TOWNSEND ST FROM W,2
4239,On WB I 690  at NB WEST ST TO WB I 6,1
4240,On WB I 690  at TEALL AVE FROM WB I,1
4241,On WB I 690 TO NB I 81  at NB I 81,1
4242,On WENDELL TER  at SCOVILLE AVE,1
4243,On WEST END DR  at MILTON AVE,1
4244,On WESTCOTT ST  at EUCLID AVE,1
4245,On WESTCOTT ST  at KENSINGTON RD,1
4246,On WHITWELL DR  at PARK ST,1
4247,On WILLIS AVE  at CAYUGA ST,1
4248,On WILLUMAE DR  at WOLF ST,2
4249,On WINTHROP RD  at CULVER DR,1
4250,On WOLF ST  at SECOND NORTH ST,1
4251,On WOLF ST  at SIXTH NORTH ST,1
4252,On WOLF ST  at SPRING ST,1
4253,On WOODRUFF AVE  at GRANT BLVD,1
4254,On WOODRUFF AVE  at MERTENS AVE,1
